INDEX_NR,OPID,OPERATOR,ATYPE,AMA,AMO,EMA,EMO,AC_CLASS,AC_MASS,NUM_ENGS,TYPE_ENG,ENG_1_POS,ENG_2_POS,ENG_3_POS,ENG_4_POS,REG,FLT,REMAINS_COLLECTED,REMAINS_SENT,INCIDENT_DATE,INCIDENT_MONTH,INCIDENT_YEAR,TIME_OF_DAY,TIME,AIRPORT_ID,AIRPORT,STATE,FAAREGION,ENROUTE,RUNWAY,LOCATION,HEIGHT,SPEED,DISTANCE,PHASE_OF_FLT,DAMAGE,STR_RAD,DAM_RAD,STR_WINDSHLD,DAM_WINDSHLD,STR_NOSE,DAM_NOSE,STR_ENG1,DAM_ENG1,STR_ENG2,DAM_ENG2,STR_ENG3,DAM_ENG3,STR_ENG4,DAM_ENG4,INGESTED,STR_PROP,DAM_PROP,STR_WING_ROT,DAM_WING_ROT,STR_FUSE,DAM_FUSE,STR_LG,DAM_LG,STR_TAIL,DAM_TAIL,STR_LGHTS,DAM_LGHTS,STR_OTHER,DAM_OTHER,OTHER_SPECIFY,EFFECT,EFFECT_OTHER,SKY,PRECIP,SPECIES_ID,SPECIES,BIRDS_SEEN,BIRDS_STRUCK,SIZE,WARNED,COMMENTS,REMARKS,AOS,COST_REPAIRS,COST_OTHER,COST_REPAIRS_INFL_ADJ,COST_OTHER_INFL_ADJ,REPORTED_NAME,REPORTED_TITLE,REPORTED_DATE,SOURCE,PERSON,NR_INJURIES,NR_FATALITIES,LUPDATE,TRANSFER,INDICATED_DAMAGE
11220,MIL,MILITARY,C-130H,561,,,,A,,,,,,,,,,FALSE,FALSE,7/11/2007,7,2007,Day,1500,KMFD,MANSFIELD LAHM MUNICIPAL,OH,AGL,,,,,170,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
11226,MIL,MILITARY,KC-135E,,,,,A,,,,,,,,,,FALSE,FALSE,7/12/2007,7,2007,Day,1000,KSUX,SIOUX GATEWAY ARPT,IA,ACE,,,,,130,,Take-off run,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
1122,MIL,MILITARY,T-38A,,,,,A,,,,,,,,,,FALSE,FALSE,10/23/1990,10,1990,Day,1300,KLBB,LUBBOCK PRESTON SMITH INTL ARPT,TX,ASW,,,,0,120,0,Landing Roll,N,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,2-10,2-10,Medium,,SOURCE = BASH NR xxxxx,"REMARKS -  ;  AIRCRAFT -  T - 38 - ;  IMPACT -  FCP WINDSCREEN;  NUMBER OF BIRDS (S, F, or Z) -  F",,,,,,Deleted,Deleted,5/19/2000,BASH,,,,10/21/2009,FALSE,FALSE
11230,MIL,MILITARY,C-130H,561,,,,A,,,,,,,,,,FALSE,FALSE,7/12/2007,7,2007,Day,1415,4G4,YOUNGSTOWN ELSER METRO,OH,AGL,,,,,130,,Landing Roll,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
11731,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,2/26/2008,2,2008,Day,1039,KAXS,ALTUS/QUARTZ MOUNTAIN RGNL ARPT,OK,ASW,,,,,130,,Landing Roll,E,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
11737,MIL,MILITARY,C-135,148,,,,A,,,,,,,,,,FALSE,FALSE,4/24/2008,4,2008,Night,2158,KAXS,ALTUS/QUARTZ MOUNTAIN RGNL ARPT,OK,ASW,,,,,200,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
11738,MIL,MILITARY,C-135,148,,,,A,,,,,,,,,,FALSE,FALSE,11/21/2007,11,2007,Night,305,KMEI,KEY FLD,MS,ASO,,,,,150,,Take-off run,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
10314,MIL,MILITARY,KC-135R,,,,,A,,,,,,,,,,FALSE,FALSE,8/15/2006,8,2006,Dusk,1854,KRFD,GREATER ROCKFORD,IL,AGL,,,,,,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,0,,0,,0,,,,BASH,,,,10/21/2009,FALSE,FALSE
10315,MIL,MILITARY,KC-135R,,,,,A,,,,,,,,,,FALSE,FALSE,7/12/2006,7,2006,Day,1330,KLNK,LINCOLN ARPT,NE,ACE,,,,,,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,YI,Swallows,,,Small,,SOURCE = BASH NR xxxxxx,,0,,0,,0,,,,BASH,,,,10/21/2009,FALSE,FALSE
10317,MIL,MILITARY,KC-135R,,,,,A,,,,,,,,,,FALSE,FALSE,7/27/2006,7,2006,Night,,KLNK,LINCOLN ARPT,NE,ACE,,,,,,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,N5111,Killdeer,,,Small,,SOURCE = BASH NR xxxxxx,,0,,0,,0,,,,BASH,,,,10/21/2009,FALSE,FALSE
12813,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,10/14/2008,10,2008,Night,2120,KMFD,MANSFIELD LAHM MUNICIPAL,OH,AGL,,,,,140,,Approach,E,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
12814,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,10/15/2008,10,2008,Night,2215,KBYH,ARKANSAS INTERNATIONAL ARPT,AR,ASW,,,,,150,,Take-off run,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,J2109,Mallard,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
1281,MIL,MILITARY,C-141B,561,,,,A,,,,,,,,,,FALSE,FALSE,6/7/1993,6,1993,Day,1030,KSBD,SAN BERNARDINO INTL ARPT,CA,AWP,,,,0,115,0,Landing Roll,N,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,1,1,Medium,,SOURCE = BASH NR xxxxx,"REMARKS -  ;  AIRCRAFT -  C - 141 - B;  IMPACT -  RT SIDE RADOME;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,Deleted,Deleted,5/19/2000,BASH,,,,10/21/2009,FALSE,FALSE
12820,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,10/15/2008,10,2008,Night,2045,KTYS,MCGHEE TYSON ARPT,TN,ASO,,,,,137,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antenna Skin,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
12821,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,10/15/2008,10,2008,Dusk,1815,KFOE,FORBES FIELD AIRPORT,KS,ACE,,,,,200,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,ZX314,Lincoln's sparrow,,,Small,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
12825,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,10/15/2008,10,2008,Day,930,KLNK,LINCOLN ARPT,NE,ACE,,,,,160,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
12826,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,10/15/2008,10,2008,Day,1200,PAHO,HOMER ARPT,AK,AAL,,,,,120,,Landing,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
12827,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,10/15/2008,10,2008,Night,2048,KMSP,MINNEAPOLIS-ST PAUL INTL,MN,AGL,,,,,140,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antenna Skin,,,,,Z9002,Ruby-crowned kinglet,,,Small,,SOURCE = BASH NR xxxxxx (x/xx/xx UPDATED BIRD CODE),,,,0,,0,Deleted,Deleted,,BASH,,,,7/24/2013,FALSE,FALSE
1253,MIL,MILITARY,T-1A,748,,31,01,A,,,,,,,,,,TRUE,TRUE,7/21/1993,7,1993,Day,1830,KLBB,LUBBOCK PRESTON SMITH INTL ARPT,TX,ASW,,,,0,95,0,Landing Roll,N,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,YH004,Horned lark,1,1,Small,,SOURCE = BASH NR xxxxx,"REMARKS -  ;  AIRCRAFT -  T - 1 - ;  IMPACT -  RT MAIN GEAR;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,Deleted,Deleted,5/19/2000,BASH,,,,10/21/2009,FALSE,FALSE
12542,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,9/9/2008,9,2008,Day,1441,KBLV,SCOTT AFB/MIDAMERICA ARPT,IL,AGL,,,,,135,,Landing,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,N5111,Killdeer,,,Small,,SOURCE = BASH NR xxxxxx,,,280,0,319,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
12543,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,9/9/2008,9,2008,Night,2130,KLCK,RICKENBACKER INTL,OH,AGL,,,,,180,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
12545,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,9/9/2008,9,2008,Day,1545,KHSV,HUNTSVILLE INTL,AL,ASO,,,,,125,,Landing,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,YH004,Horned lark,,,Small,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
12546,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,9/9/2008,9,2008,Day,1045,KBKF,BUCKLEY ANGB ARPT,CO,ANM,,,,,150,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,K5102,American kestrel,,,Small,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
12547,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,9/9/2008,9,2008,Dusk,2030,KSUX,SIOUX GATEWAY ARPT,IA,ACE,,,,,130,,Landing,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
12548,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,9/10/2008,9,2008,Night,2250,KADW,ANDREWS AIR FORCE BASE,MD,AEA,,,,,125,,Take-off run,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,N5111,Killdeer,,,Small,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
1254,MIL,MILITARY,C-141B,561,,,,A,,,,,,,,,,TRUE,TRUE,10/2/1991,10,1991,Day,,KYKM,YAKIMA AIR TERMINAL,WA,ANM,,,,0,110,0,Take-off run,N,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,R,Owls,1,1,Medium,,SOURCE = BASH NR xxxxx,"REMARKS -  HAWK-BROWN;  AIRCRAFT -  C - 141 - B;  IMPACT -  ;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,Deleted,Deleted,5/19/2000,BASH,,,,10/21/2009,FALSE,FALSE
12554,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,9/10/2008,9,2008,Day,1000,KSUX,SIOUX GATEWAY ARPT,IA,ACE,,,,,115,,Take-off run,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antenna Skin,,,,,N,Shorebirds,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
13181,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,8/18/2009,8,2009,Day,1557,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,NC,ASO,,,,,125,,Landing,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
13288,MIL,MILITARY,UNKNOWN,,,,,,,,,,,,,,,FALSE,FALSE,7/29/2009,7,2009,Day,1330,KBLV,SCOTT AFB/MIDAMERICA ARPT,IL,AGL,,,,,115,,Landing,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
10628,MIL,MILITARY,E-4B,148,,22,07,A,,,,,,,,,,FALSE,FALSE,10/10/2006,10,2006,Day,1015,KLNK,LINCOLN ARPT,NE,ACE,,,,,,,Approach,E,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,ZT001,Eastern meadowlark,,,Small,,SOURCE = BASH NR xxxxxx,,0,,0,,0,,,,BASH,,,,10/21/2009,FALSE,FALSE
1062,MIL,MILITARY,T-1A,748,,31,01,A,,,,,,,,,,FALSE,FALSE,6/3/1996,6,1996,Day,1130,KLBB,LUBBOCK PRESTON SMITH INTL ARPT,TX,ASW,,,,0,75,0,Landing Roll,N,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,1,1,Medium,,SOURCE = BASH NR xxxxx,"REMARKS -  ;  AIRCRAFT -  T - 1 - ;  IMPACT -  WINDSCREEN;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,Deleted,Deleted,5/19/2000,BASH,,,,10/21/2009,FALSE,FALSE
10631,MIL,MILITARY,F-16C,561,,,,A,,,,,,,,,,FALSE,FALSE,10/24/2006,10,2006,Day,1620,KSPI,ABRAHAM LINCOLN CAPITAL ARPT,IL,AGL,,,,1200,160,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,K3302,Red-tailed hawk,,,Medium,,SOURCE = BASH NR xxxxxx,,0,,0,,0,,,,BASH,,,,10/21/2009,FALSE,FALSE
10632,MIL,MILITARY,F-16C,561,,,,A,,,,,,,,,,FALSE,FALSE,10/10/2006,10,2006,Day,1144,KBKF,BUCKLEY ANGB ARPT,CO,ANM,,,,0,140,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,O2205,Mourning dove,,,Small,,SOURCE = BASH NR xxxxxx,,0,,0,,0,,,,BASH,,,,10/21/2009,FALSE,FALSE
10633,MIL,MILITARY,F-16C,561,,,,A,,,,,,,,,,FALSE,FALSE,10/19/2006,10,2006,Day,958,KBKF,BUCKLEY ANGB ARPT,CO,ANM,,,,0,165,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,YH004,Horned lark,,,Small,,SOURCE = BASH NR xxxxxx,,0,,0,,0,,,,BASH,,,,10/21/2009,FALSE,FALSE
10636,MIL,MILITARY,F-16D,561,,,,A,,,,,,,,,,FALSE,FALSE,10/18/2006,10,2006,Day,1330,KFHU,SIERRA VISTA MUNICIPAL,AZ,AWP,,,,1800,210,,Approach,E,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Z,Perching birds (z),,,Small,,SOURCE = BASH NR xxxxxx,,0,,0,,0,,,,BASH,,,,10/21/2009,FALSE,FALSE
10637,MIL,MILITARY,F-117A,,,,,A,,,,,,,,,,FALSE,FALSE,10/23/2006,10,2006,Day,1012,KPMD,PALMDALE REGIONAL ARPT,CA,AWP,,,,0,165,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,0,,0,,0,,,,BASH,,,,10/21/2009,FALSE,FALSE
10638,MIL,MILITARY,T-1A,748,,31,01,A,,,,,,,,,,FALSE,FALSE,10/4/2006,10,2006,Day,1045,KMAF,MIDLAND INTL,TX,ASW,,,,300,120,,Approach,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,K3305,Swainson's hawk,,,Medium,,SOURCE = BASH NR xxxxxx,,0,,0,,0,,,,BASH,,,,10/21/2009,FALSE,FALSE
11201,MIL,MILITARY,WC-130J,561,,,,A,,,,,,,,,,FALSE,FALSE,7/6/2007,7,2007,Dusk,1923,KEFD,ELLINGTON FIELD ARPT,TX,ASW,,,,,110,,Landing Roll,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,UNK,Unknown bird or bat,,,Medium,,SOURCE = BASH NR xxxxxx,,,,0,,0,Deleted,Deleted,,BASH,,,,10/21/2009,FALSE,FALSE
